week,segment,rank,channel,title,rating
2026-28,지상파,1,SBS,김부장,20.2
2026-28,지상파,2,KBS2,사랑을 처방해 드립니다,14.6
2026-28,지상파,3,KBS1,기쁜 우리 좋은 날,10.5
2026-28,지상파,4,KBS2,붉은 진주,7.3
2026-28,지상파,5,MBC,첫 번째 남자,6.0
2026-28,지상파,6,KBS2,결혼의 완성,5.4
2026-28,종합편성,1,JTBC,신입사원 강회장,12.2
2026-28,케이블,1,ENA,닥터 섬보이,4.6
2026-28,케이블,2,tvN,내일도 출근!,4.5
